"","date","countrycode","population","cases_daily","deaths","cases_infected","cum_deaths","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active"
"3719","2020/03/09","HU",9772756,8,0,8,0,8,8,8.18602244852936e-07,8.18602244852936e-07,8.18602244852936e-07,8.18602244852936e-07
"3718","2020/03/16","HU",9772756,31,1,39,1,39,39,3.99068594365806e-06,3.17208369880513e-06,3.99068594365806e-06,3.99068594365806e-06
"3717","2020/03/23","HU",9772756,128,6,167,7,167,167,1.7088321861305e-05,1.3097635917647e-05,1.7088321861305e-05,1.7088321861305e-05
"3716","2020/03/30","HU",9772756,280,8,447,15,447,447,4.57394004311578e-05,2.86510785698528e-05,4.57394004311578e-05,4.57394004311578e-05
"3715","2020/04/06","HU",9772756,297,23,744,38,744,744,7.61300087713231e-05,3.03906083401653e-05,7.61300087713231e-05,7.61300087713231e-05
"3714","2020/04/13","HU",9772756,714,71,1458,109,1458,1458,0.000149190259124448,7.30602503531245e-05,0.000149190259124448,0.000149190259124448
"3713","2020/04/20","HU",9772756,526,90,1984,199,1984,1984,0.000203013356723528,5.38230975990805e-05,0.000203013356723528,0.000203013356723528
"3712","2020/04/27","HU",9772756,599,81,2583,280,2583,2583,0.000264306199806892,6.12928430833636e-05,0.000264306199806892,0.000264306199806892
"3711","2020/05/04","HU",9772756,452,71,3035,351,3035,3035,0.000310557226641083,4.62510268341909e-05,0.000310557226641083,0.000310557226641083
"3710","2020/05/11","HU",9772756,249,70,3284,421,3284,3284,0.00033603622151213,2.54789948710476e-05,0.00033603622151213,0.00033603622151213
"3709","2020/05/18","HU",9772756,251,41,3535,462,3535,3535,0.000361719866944391,2.56836454322609e-05,0.000361719866944391,0.000361719866944391
"3708","2020/05/25","HU",9772756,221,29,3756,491,3756,3756,0.000384333753958453,2.26138870140624e-05,0.000384333753958453,0.000384333753958453
"3707","2020/06/01","HU",9772756,120,35,3876,526,3868,3876,0.000396612787631248,1.2279033672794e-05,0.000395794185386395,0.000396612787631248
"3706","2020/06/08","HU",9772756,94,16,3970,542,3931,3970,0.000406231364008269,9.618576377022e-06,0.000402240678064611,0.000406231364008269
"3705","2020/06/15","HU",9772756,106,21,4076,563,3909,4076,0.000417077843752571,1.08464797443014e-05,0.000399989521891266,0.000417077843752571
"3704","2020/06/22","HU",9772756,26,9,4102,572,3655,4102,0.000419738301048343,2.66045729577204e-06,0.000373998900617185,0.000419738301048343
"3703","2020/06/29","HU",9772756,40,9,4142,581,3398,4142,0.000423831312272608,4.09301122426468e-06,0.000347701303501285,0.000423831312272608
"3702","2020/07/06","HU",9772756,41,8,4183,589,2725,4183,0.000428026648777479,4.1953365048713e-06,0.000278836389653031,0.000428026648777479
"3701","2020/07/13","HU",9772756,51,6,4234,595,2250,4226,0.000433245238088416,5.21858931093747e-06,0.000230231881364888,0.000432426635843563
"3700","2020/07/20","HU",9772756,99,1,4333,596,1750,4294,0.000443375440868471,1.01302027800551e-05,0.00017906924106158,0.000439384754924813
"3699","2020/07/27","HU",9772756,115,0,4448,596,1413,4281,0.000455142848138232,1.1767407269761e-05,0.00014458562149715,0.000438054526276927
"3698","2020/08/03","HU",9772756,87,1,4535,597,1251,4088,0.000464045147551008,8.90229941277568e-06,0.000128008926038878,0.00041830574711985
"3697","2020/08/10","HU",9772756,161,5,4696,602,1161,3952,0.000480519517728673,1.64743701776653e-05,0.000118799650784282,0.00040438950895735
"3696","2020/08/17","HU",9772756,220,6,4916,608,1160,3458,0.000503031079462129,2.25115617334557e-05,0.000118697325503676,0.000353840820337682
"3695","2020/08/24","HU",9772756,239,5,5155,613,1279,3171,0.000527486821527111,2.44557420649815e-05,0.000130874033895863,0.000324473464803583
"3694","2020/08/31","HU",9772756,806,1,5961,614,1991,3378,0.000609960997696044,8.24741761689333e-05,0.000203729633687774,0.000345654797889152
"3693","2020/09/07","HU",9772756,2426,10,8387,624,4311,5352,0.000858202128447697,0.000248241130751653,0.000441124284695126,0.000547644901806614
"3692","2020/09/14","HU",9772756,3922,13,12309,637,8207,9025,0.00125952187898685,0.000401319750539152,0.000839783577938506,0.000923485657474718
"3691","2020/09/21","HU",9772756,6557,49,18866,686,14724,15331,0.00193046874392444,0.000670946864937588,0.00150663743165183,0.00156874887698005
"3690","2020/09/28","HU",9772756,5850,63,24716,749,20533,20960,0.00252907163547315,0.000598602891548709,0.00210104498669567,0.00214473788151469
"3689","2020/10/05","HU",9772756,6764,84,31480,833,27246,27604,0.0032211998334963,0.000692128198023157,0.00278795459540789,0.00282458704586506
"3688","2020/10/12","HU",9772756,7097,135,38577,968,34244,34607,0.00394740234996146,0.000726202516465161,0.00350402690909299,0.00354117098595319
"3687","2020/10/19","HU",9772756,9191,205,47768,1173,43320,43692,0.00488787400401688,0.000940471654055417,0.00443273115587865,0.00447079616026431
"3686","2020/10/26","HU",9772756,13795,299,61563,1472,57028,57461,0.00629945124998516,0.00141157724596828,0.00583540610243415,0.00587971294893682
"3685","2020/11/02","HU",9772756,21217,417,82780,1889,78084,78638,0.00847048672861576,0.00217103547863059,0.00798996721088708,0.00804665541634315
"3684","2020/11/09","HU",9772756,31998,604,114778,2493,109862,110595,0.0117446910574663,0.00327420432885053,0.0112416599780042,0.0113166644086888
"3683","2020/11/16","HU",9772756,32678,697,147456,3190,142301,143222,0.0150884765771293,0.00334378551966303,0.0145609897556022,0.0146552313390409
"3682","2020/11/23","HU",9772756,30496,701,177952,3891,171991,173619,0.0182089883345087,0.00312051175737939,0.0175990273368127,0.0177656128936402
"3681","2020/11/30","HU",9772756,39170,932,217122,4823,208735,212674,0.0222170695758699,0.00400808124136119,0.0213588674474222,0.0217619267277317
"3680","2020/12/07","HU",9772756,37026,1161,254148,5984,241839,249613,0.0260057654156105,0.0037886958397406,0.0247462435366236,0.0255417202680595
"3679","2020/12/14","HU",9772756,29722,1146,283870,7130,265004,279174,0.0290470774058004,0.00304131199018987,0.0271166086618759,0.0285665578880717
