"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"3","BR","BRAM",3938336,0.1,0.1,0,0,100,1,0.1,0.1,0,0,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"5","BR","BRBA",15203934,0.072265625,0.0864583333333333,0.0134770889487871,0.0248809523809524,1536,16,0.072265625,0.0864583333333333,0.0134770889487871,0.0248809523809524,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"6","BR","BRCE",8904459,0.1,0.112666666666667,0.00888888888888889,0.00766666666666667,450,5,0.1,0.112666666666667,0.00888888888888889,0.00766666666666667,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"7","BR","BRDF",2914830,0.285714285714286,0.285714285714286,0.0714285714285714,0.0714285714285714,14,1,0.285714285714286,0.285714285714286,0.0714285714285714,0.0714285714285714,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"10","BR","BRGO",6610681,0.04,0.05,0,0,25,2,0.04,0.05,0,0,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"12","BR","BRMG",20869101,0,0,0,0,135,3,0,0,0,0,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"13","BR","BRMS",2651235,0,0,0,0,44,3,0,0,0,0,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"15","BR","BRPA",8175113,0.15,0.15,0.01,0.01,100,1,0.15,0.15,0.01,0.01,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"16","BR","BRPB",3972202,0.05,0.05,0.0125,0.0125,400,2,0.05,0.05,0.0125,0.0125,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"19","BR","BRPR",11163018,0.037037037037037,0.0714285714285714,0,0,27,2,0.037037037037037,0.0714285714285714,0,0,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"20","BR","BRRJ",16550024,0.0528683914510686,0.066918838891316,0.00512820512820513,0.00666666666666667,889,9,0.0528683914510686,0.066918838891316,0.00512820512820513,0.00666666666666667,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.116666666666667,0,60,1,0.0590822371810081,6899,0.00533391750278106,6899,0.0595787260111762,0.00528792884777792
