"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","PT","PT01",714200,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"2","PT","PT02",152758,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"3","PT","PT03",848185,0,0,0,0,150,2,0,0,0,0,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"4","PT","PT04",136252,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"5","PT","PT05",196264,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"6","PT","PT06",430104,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"7","PT","PT07",166706,0,0,0,0,50,1,0,0,0,0,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"8","PT","PT08",451006,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"9","PT","PT09",160939,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"10","PT","PT10",470930,0.08,0.08,0,0,50,1,0.08,0.08,0,0,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"11","PT","PT11",2250533,0.0404624277456647,0.0441666666666667,0.0666666666666667,0.0666666666666667,173,4,0.0404624277456647,0.0441666666666667,0.0666666666666667,0.0666666666666667,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"12","PT","PT12",118506,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"13","PT","PT13",1817117,0.015,0.015,0.005,0.005,200,2,0.015,0.015,0.005,0.005,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"14","PT","PT14",453638,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"15","PT","PT15",851258,0.0235294117647059,0.0285714285714286,0,0,170,2,0.0235294117647059,0.0285714285714286,0,0,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"16","PT","PT16",244836,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"17","PT","PT17",206661,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"18","PT","PT18",377653,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"19","PT","PT20",245766,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
"20","PT","PT30",267785,0,0,0,0,50,1,0,0,0,0,10561097,0.25,0,8,1,0.0263802794421614,843,0.0238472513258621,843,0.0284824624791329,0.0236230703498258
