"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USAK",731545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USAL",4903185,0,0,NA,NA,NA,NA,4,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USAR",3017825,0,0,NA,NA,NA,NA,10,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USAZ",7278717,0.0123456790123457,0.0142857142857143,0.0384615384615385,0.0333333333333333,0.0384615384615385,0.0333333333333333,81,7,0.0123456790123457,0.0142857142857143,0.0384615384615385,0.0333333333333333,0.0384615384615385,0.0333333333333333
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USCA",39512223,0.0108342361863489,0.0113454212454212,0,0,0,0,4615,100,0.0108342361863489,0.0113454212454212,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USCO",5758736,0.072,0.0911111111111111,0,0,0,0,125,6,0.072,0.0911111111111111,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USCT",3565287,0.02,0.0154166666666667,NA,NA,NA,NA,300,4,0.02,0.0154166666666667,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USDC",705749,0.0328947368421053,0.0111111111111111,NA,NA,NA,NA,152,3,0.0328947368421053,0.0111111111111111,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USDE",973764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USFL",21477737,0.0123152709359606,0.02,NA,NA,NA,NA,406,11,0.0123152709359606,0.02,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USGA",10617423,0.015527950310559,0.01,NA,NA,NA,NA,322,5,0.015527950310559,0.01,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USHI",1415872,0,0,0,0,0,0,16,2,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USIA",3155070,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USID",1787065,0,0,NA,NA,NA,NA,20,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USIL",12671821,0.0392638036809816,0.0324242424242424,0,0,0,0,815,22,0.0392638036809816,0.0324242424242424,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USIN",6732219,0.0806451612903226,0.0416666666666667,0,0,0.133333333333333,0.133333333333333,62,4,0.0806451612903226,0.0416666666666667,0,0,0.133333333333333,0.133333333333333
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USKS",2913314,0,0,NA,NA,NA,NA,225,3,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USKY",4467673,0,0,NA,NA,NA,NA,40,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USLA",4648794,0.025,0.055,NA,NA,NA,NA,120,2,0.025,0.055,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMA",6949503,0.0576386736907344,0.0642870667321743,0,0,0,0,3227,76,0.0576386736907344,0.0642870667321743,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMD",6045680,0.0344168260038241,0.042962962962963,NA,NA,NA,NA,523,9,0.0344168260038241,0.042962962962963,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USME",1344212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMI",9986857,0.0135746606334842,0.0185185185185185,NA,NA,NA,NA,221,6,0.0135746606334842,0.0185185185185185,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMN",5639632,0.0202429149797571,0.0211111111111111,0,0,0,0,247,9,0.0202429149797571,0.0211111111111111,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMO",6137428,0,0,NA,NA,NA,NA,35,3,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMS",2976149,0.0625,0.05,0,0,0,0,16,2,0.0625,0.05,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USMT",1068778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNC",10488084,0.0177215189873418,0.0597222222222222,0,0,0,0,395,8,0.0177215189873418,0.0597222222222222,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USND",762062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNE",1934408,0.0181818181818182,0.0178571428571429,0,0,0,0,55,4,0.0181818181818182,0.0178571428571429,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNH",1359711,0,0,NA,NA,NA,NA,103,2,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNJ",8882190,0.00875,0.0178571428571429,0,0,0,0,800,14,0.00875,0.0178571428571429,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNM",2096829,0,0,NA,NA,NA,NA,25,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNV",3080156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USNY",19453561,0.0731204943357363,0.0769166666666667,0.00327868852459016,0.0333333333333333,0.00655737704918033,0.0416666666666667,971,20,0.0731204943357363,0.0769166666666667,0.00327868852459016,0.0333333333333333,0.00655737704918033,0.0416666666666667
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USOH",11689100,0.012987012987013,0.004,0,0,NA,NA,154,5,0.012987012987013,0.004,0,0,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USOK",3956971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USOR",4217737,0.112033195020747,0.0657509157509158,NA,NA,NA,NA,241,7,0.112033195020747,0.0657509157509158,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USPA",12801989,0.0262008733624454,0.0404329004329004,0,0,0,0,458,11,0.0262008733624454,0.0404329004329004,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USRI",1059361,0.008,0.0133333333333333,0,0,0,0,250,3,0.008,0.0133333333333333,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USSC",5148714,0,0,NA,NA,NA,NA,300,3,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USSD",884659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USTN",6833174,0,0,0,0,0,0,360,6,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USTX",28995881,0.0392670157068063,0.0631818181818182,0.0181818181818182,0.055,0.0545454545454545,0.071,382,11,0.0392670157068063,0.0631818181818182,0.0181818181818182,0.055,0.0545454545454545,0.071
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USUT",3205958,0.0205128205128205,0.038,NA,NA,NA,NA,195,5,0.0205128205128205,0.038,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USVA",8535519,0.036563071297989,0.0446666666666667,0,0,0,0,547,15,0.036563071297989,0.0446666666666667,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USVT",623989,0,0,0,0,0,0,54,5,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USWA",7614893,0.0276190476190476,0.0234583333333333,0,0,0,0,1050,20,0.0276190476190476,0.0234583333333333,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USWI",5822434,0,0,NA,NA,NA,NA,5,1,0,0,NA,NA,NA,NA
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USWV",1792147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US","2020/07/30",328300544,0.061624649859944,NA,NA,714,14,0.0298381233674098,0,0.00406054697630073,0.0134588602760714,0,0.061624649859944,0,0,"USWY",578759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
