"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","EC","ECA",881394,0,0,NA,NA,310,4,0,0,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"2","EC","ECB",209933,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"3","EC","ECC",186869,0,0,NA,NA,108,2,0,0,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"4","EC","ECD",161338,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"5","EC","ECE",643654,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"6","EC","ECF",281396,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"7","EC","ECG",4387434,0.1,0.1,NA,NA,30,1,0.1,0.1,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"8","EC","ECH",524004,0,0,NA,NA,20,1,0,0,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"9","EC","ECI",476257,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"10","EC","ECL",521154,0.00294117647058824,0.002,NA,NA,340,5,0.00294117647058824,0.002,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"11","EC","ECM",1562079,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"12","EC","ECN",133705,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"13","EC","ECO",715751,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"14","EC","ECP",3228233,0.00415800415800416,0.0035,NA,NA,2405,30,0.00415800415800416,0.0035,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"15","EC","ECR",921763,0,0,NA,NA,30,1,0,0,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"16","EC","ECS",196535,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"17","EC","ECSD",458580,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"18","EC","ECSE",401178,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"19","EC","ECT",590600,0.0176643768400393,0.0103478260869565,NA,NA,2038,30,0.0176643768400393,0.0103478260869565,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"20","EC","ECU",230503,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"21","EC","ECW",33042,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"22","EC","ECX",488716,0,0,NA,NA,16,2,0,0,NA,NA,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"23","EC","ECY",114202,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
"24","EC","ECZ",120416,0,0,0,0,0,0,0,0,0,0,17468736,0,NA,500,4,0.0265692831514018,5297,0,0,0.0242776423758798,0
