"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","EC","ECA",881394,0,0,NA,NA,394,8,0,0,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"2","EC","ECB",209933,0,0,NA,NA,20,2,0,0,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"3","EC","ECC",186869,0,0,NA,NA,158,5,0,0,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"4","EC","ECD",161338,0,0,0,0,0,0,0,0,0,0,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"5","EC","ECE",643654,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"6","EC","ECF",281396,0,0,0,0,0,0,0,0,0,0,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"7","EC","ECG",4387434,0.15,0.155555555555556,NA,NA,80,3,0.15,0.155555555555556,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"8","EC","ECH",524004,0.0188679245283019,0.0144927536231884,NA,NA,53,3,0.0188679245283019,0.0144927536231884,NA,NA,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"9","EC","ECI",476257,0,0,0,0,0,0,0,0,0,0,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"10","EC","ECL",521154,0.0139784946236559,0.0128571428571429,0,0,930,14,0.0139784946236559,0.0128571428571429,0,0,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
"11","EC","ECM",1562079,0,0,0,0,0,0,0,0,0,0,17468736,0.0232323232323232,NA,1980,18,0.052871058008406,7505,0.00331189646735347,6709,0.0466839525938943,0.00255720029916843
