"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,100,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"3","PT","PT03",848185,0.00714285714285714,0.0125,140,0.00714285714285714,0.0125,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"4","PT","PT04",136252,0,0,20,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"5","PT","PT05",196264,0,0,40,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"6","PT","PT06",430104,0.04,0.04,100,0.04,0.04,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"8","PT","PT08",451006,0,0,100,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"9","PT","PT09",160939,0.05,0.05,100,0.05,0.05,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"10","PT","PT10",470930,0,0,60,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"11","PT","PT11",2250533,0,0,250,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"12","PT","PT12",118506,0,0,20,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"13","PT","PT13",1817117,0.016,0.02,250,0.016,0.02,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"14","PT","PT14",453638,0,0,50,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"15","PT","PT15",851258,0,0,113,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"16","PT","PT16",244836,0,0,50,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"17","PT","PT17",206661,0,0,40,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"18","PT","PT18",377653,0,0,50,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"19","PT","PT20",245766,0.1,0.1,100,0.1,0.1,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
"20","PT","PT30",267785,0,0,50,0,0,10561097,0.0130434782608696,0.013,1150,0.00804462323238905,0.00916309759298679,1833,0.00997177150015727,0.0106422922856
