"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0.0133333333333333,0.0133333333333333,75,0.0133333333333333,0.0133333333333333,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"2","PT","PT02",152758,0,0,50,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"3","PT","PT03",848185,0.00769230769230769,0.00666666666666667,130,0.00769230769230769,0.00666666666666667,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"4","PT","PT04",136252,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"5","PT","PT05",196264,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"6","PT","PT06",430104,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"7","PT","PT07",166706,0.02,0.02,100,0.02,0.02,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"8","PT","PT08",451006,0,0,50,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"9","PT","PT09",160939,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"10","PT","PT10",470930,0,0,50,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"11","PT","PT11",2250533,0.0178571428571429,0.0266666666666667,280,0.0178571428571429,0.0266666666666667,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"12","PT","PT12",118506,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"13","PT","PT13",1817117,0,0,270,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"14","PT","PT14",453638,NA,NA,0,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"15","PT","PT15",851258,0.02,0.02,100,0.02,0.02,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"16","PT","PT16",244836,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"17","PT","PT17",206661,NA,NA,17,NA,NA,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"18","PT","PT18",377653,0,0,120,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"19","PT","PT20",245766,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
"20","PT","PT30",267785,0,0,100,0,0,10561097,0.00350877192982456,0.00583333333333333,1140,0.00864621791314638,0.010786048825116,1525,0.00644858623547776,0.00866743882112644
