"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","DE","DEBB",2485000,0.0909090909090909,0.0833333333333333,NA,NA,22,2,0.0909090909090909,0.0833333333333333,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"2","DE","DEBE",3520000,0.0294426919032597,0.0296835016835017,NA,NA,951,30,0.0294426919032597,0.0296835016835017,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"3","DE","DEBW",10880000,0.0315068493150685,0.0336805555555556,0,0,730,24,0.0315068493150685,0.0336805555555556,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"4","DE","DEBY",12844000,0.0307692307692308,0.0445977011494253,0,0,1235,29,0.0307692307692308,0.0445977011494253,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"5","DE","DEHB",671000,0.1,0.1,NA,NA,20,1,0.1,0.1,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"6","DE","DEHE",6176000,0.0197856553998351,0.0219122383252818,0,0,1213,30,0.0197856553998351,0.0219122383252818,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"7","DE","DEHH",1787000,0.0598290598290598,0.0566666666666667,0,0,351,9,0.0598290598290598,0.0566666666666667,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"8","DE","DEMV",1612000,0,0,NA,NA,30,1,0,0,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"9","DE","DENI",7927000,0.00859598853868195,0.0025,0,0,349,12,0.00859598853868195,0.0025,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"10","DE","DENW",17865000,0.01578073089701,0.0285093167701863,0,0,1204,23,0.01578073089701,0.0285093167701863,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"11","DE","DERP",4053000,0.025,0.0154761904761905,NA,NA,160,7,0.025,0.0154761904761905,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"12","DE","DESH",2859000,0.00537634408602151,0.00555555555555556,NA,NA,186,6,0.00537634408602151,0.00555555555555556,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"13","DE","DESL",996000,0,0,NA,NA,30,1,0,0,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"14","DE","DESN",4085000,0.0104166666666667,0.0142857142857143,NA,NA,192,7,0.0104166666666667,0.0142857142857143,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"15","DE","DEST",2245000,0,0,NA,NA,40,2,0,0,NA,NA,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
"16","DE","DETH",2171000,0,0,0,0,0,0,0,0,0,0,82176000,0.0116959064327485,NA,1539,30,0.0227933196348923,6713,0,5082,0.0207236493830625,0
