"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","stillsick_p_w_country","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRARA",7773595,0.106796116504854,0.0910493827160494,0,0,0.00813008130081301,0.00555555555555556,206,9,0.106796116504854,0.0910493827160494,0,0,0.00813008130081301,0.00555555555555556
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRBFC",2902010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRBRE",3301802,0.0162412993039443,0.0133333333333333,0,0,0,0,431,6,0.0162412993039443,0.0133333333333333,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRCOR",314867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRCVL",2619613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRGES",5661319,0,0,NA,NA,NA,NA,28,2,0,0,NA,NA,NA,NA
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRHDF",6069298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRIDF",11938714,0.0865671641791045,0.0690909090909091,0.09,0.09,0,0,335,11,0.0865671641791045,0.0690909090909091,0.09,0.09,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRNAQ",5910360,0.06,0.06,0,0,0,0,100,2,0.06,0.06,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRNOR",3397249,0.0222222222222222,0.025,0,0,0,0,45,2,0.0222222222222222,0.025,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FROCC",5657583,0.0527704485488127,0.0854761904761905,0,0,0,0,379,7,0.0527704485488127,0.0854761904761905,0,0,0,0
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRPAC",4984058,0.05,0.05,NA,NA,NA,NA,100,1,0.05,0.05,NA,NA,NA,NA
"FR",2020-07-31,64207050,0.0386029411764706,0,0,544,10,0.0530416019801517,1496,0.0215391861267728,0.00126691077599906,1496,0.0491912924325034,0.0157954031596334,0.0157954031596334,"FRPDL",3676582,0.0625,0.0625,NA,NA,NA,NA,80,1,0.0625,0.0625,NA,NA,NA,NA
