"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","IT","IT21","ITAL",421284,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"2","IT","IT21","ITVC",170911,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"3","IT","IT21","ITAT",214638,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"4","IT","IT21","ITTO",2259523,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"5","IT","IT21","ITCN",587089,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"6","IT","IT21","ITVB",158349,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"7","IT","IT21","ITNO",369018,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"8","IT","IT21","ITBI",175585,NA,NA,NA,NA,0,0,4356397,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"9","IT","IT23","ITAO",125666,NA,NA,NA,NA,0,0,125666,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
"10","IT","IT25","ITBS",1265954,NA,NA,NA,NA,0,0,10060574,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,60453010,NA,NA,0,0,0.0971058526715777,125,0.00815797895308253,125,0.0971058526715777,0.00815797895308253
